Atharva Mandar Phatak ,BE21B009,Discord ID: atharvamandarphatak
32392,0.11,0.65
32393,0.33,0.6
32394,0.1,0.08
32395,0.4,0.89
32396,0.02,0.15
32397,0.12,0.4
32398,0.25,0.54
32399,0.64,0.72
32400,0.56,0.59
32401,0.1,0.72
32402,0.03,0.12
32403,0.06,0.77
32404,0.02,0.2
32405,0.31,0.84
32406,0.31,0.42
32407,0.12,0.23
32408,0.15,0.68
32409,0.16,0.63
32410,0.17,0.73
32411,0.3,0.25
32412,0.02,0.1
32413,0.16,0.35
32414,0.26,0.88
32415,0.04,0.22
32416,0.75,0.85
32417,0.19,0.67
32418,0.1,0.15
32419,0.2,0.17
32420,0.44,0.45
32421,0.1,0.42
32422,0.08,0.1
32423,0.02,0.66
32424,0.32,0.38
32425,0.73,0.75
32426,0.08,0.17
32427,0.22,0.32
32428,0.16,0.38
32429,0.57,0.88
32430,0.15,0.38
32431,0.7,0.98
32432,0.06,0.25
32433,0.28,0.18
32434,0.08,0.44
32435,0.41,0.89
32436,0.03,0.45
32437,0.12,0.19
32438,0.11,0.18
32439,0.13,0.74
32440,0.07,0.5
32441,0.35,0.61
32442,0.03,0.53
32443,0.09,0.72
32444,0.47,0.72
32445,0.03,0.12
32446,0.22,0.86
32447,0.08,0.24
32448,0.16,0.44
32449,0.01,0.01
32450,0.48,0.82
32451,0.06,0.24
32452,0.04,0.36
32453,0.43,0.25
32454,0.43,0.74
32455,0.28,0.37
32456,0,0.17
32457,0.09,0.47
32458,0.32,0.35
32459,0.11,0.26
32460,0.04,0.91
32461,0.02,0.07
32462,0.05,0.57
32463,0.44,0.73
32464,0.41,0.65
32465,0.16,0.83
32466,0.08,0.19
32467,0.04,0.22
32468,0.05,0.09
32469,0.01,0.52
32470,0.1,0.49
32471,0.17,0.38
32472,0.1,0.41
32473,0.01,0.09
32474,0.19,0.09
32475,0.47,0.95
32476,0.07,0.34
32477,0.03,0.14
32478,0.12,0.62
32479,0.04,0.4
32480,0.07,0.25
32481,0.05,0.19
32482,0.05,0.76
32483,0.2,0.57
32484,0.32,0.74
32485,0.09,0.13
32486,0.13,0.21
32487,0.33,0.38
32488,0.07,0.37
32489,0.4,0.54
32490,0.15,0.85
32491,0.81,0.89
32492,0.25,0.52
32493,0.04,0.11
32494,0.28,0.85
32495,0.61,0.68
32496,0.08,0.22
32497,0.18,0.35
32498,0.38,0.76
32499,0.02,0.16
32500,0.04,0.11
32501,0.7,0.91
32502,0.38,0.62
32503,0.13,0.44
32504,0.59,0.63
32505,0.02,0.74
32506,0.34,0.6
32507,0.03,0.08
32508,0.66,0.7
32509,0.22,0.56
32510,0.11,0.84
32511,0.39,0.51
32512,0.13,0.27
32513,0.32,0.49
32514,0.1,0.44
32515,0.26,0.2
32516,0.47,0.76
32517,0.05,0.1
32518,0.59,0.73
32519,0.36,0.87
32520,0.1,0.18
32521,0.02,0.06
32522,0.08,0.24
32523,0.14,0.76
32524,0.46,0.46
32525,0.54,0.84
32526,0.07,0.28
32527,0.18,0.58
32528,0.32,0.74
32529,0.01,0.72
32530,0.52,0.66
32531,0.05,0.12
32532,0.24,0.31
32533,0.74,0.91
32534,0.76,0.73
32535,0.11,0.16
32536,0.07,0.26
32537,0.79,0.93
32538,0.21,0.36
32539,0.08,0.13
32540,0.09,0.3
32541,0.06,0.3
32542,0.1,0.79
32543,0.09,0.44
32544,0.04,0.23
32545,0.51,0.97
32546,0.43,0.2
32547,0.14,0.82
32548,0.06,0.21
32549,0.05,0.11
32550,0.33,0.91
32551,0.18,0.1
32552,0.24,0.77
32553,0.05,0.3
32554,0.47,0.83
32555,0.07,0.66
32556,0.41,0.71
32557,0.07,0.18
32558,0.07,0.34
32559,0.11,0.4
32560,0.74,0.7
32561,0.1,0.37
32562,0.18,0.23
32563,0.85,0.81
32564,0.58,0.91
32565,0.03,0.33
32566,0.03,0.63
32567,0.09,0.58
32568,0.19,0.38
32569,0.34,0.87
32570,0.02,0.16
32571,0.52,0.64
32572,0.16,0.96
32573,0.01,0
32574,0.13,0.84
32575,0.12,0.14
32576,0.23,0.75
32577,0.03,0.1
32578,0.04,0.58
32579,0.38,0.72
32580,0.46,0.56
32581,0.05,0.69
32582,0.11,0.93
32583,0.25,0.66
32584,0.68,0.79
32585,0.18,0.21
32586,0.09,0.39
32587,0.15,0.73
32588,0.1,0.2
32589,0.25,0.39
32590,0.05,0.13
32591,0.14,0.95
32592,0.29,0.67
32593,0.13,0.82
32594,0.06,0.43
32595,0.11,0.5
32596,0.05,0.25
32597,0.06,0.83
32598,0.13,0.45
32599,0.03,0.08
32600,0.29,0.58
32601,0.02,0.52
32602,0.64,0.93
32603,0.01,0.08
32604,0.25,0.33
32605,0.27,0.26
32606,0.02,0.51
32607,0.29,0.52
32608,0.04,0.28
32609,0.22,0.8
32610,0.5,0.94
32611,0.54,0.78
32612,0.1,0.53
32613,0.12,0.38
32614,0.31,0.34
32615,0.16,0.96
32616,0.13,0.81
32617,0.32,0.85
32618,0.55,0.48
32619,0.1,0.29
32620,0.75,0.87
32621,0.14,0.41
32622,0.08,0.23
32623,0.2,0.29
32624,0.4,0.58
32625,0.19,0.29
32626,0.05,0.65
32627,0.02,0.11
32628,0.78,0.86
32629,0.18,0.15
32630,0.15,0.65
32631,0.07,0.91
32632,0.06,0.17
32633,0.39,0.62
32634,0.09,0.27
32635,0.22,0.31
32636,0.07,0.21
32637,0.06,0.13
32638,0.33,0.79
32639,0.14,0.33
32640,0.15,0.88
32641,0.28,0.72
32642,0.31,0.52
32643,0.11,0.82
32644,0.74,0.82
32645,0.16,0.34
32646,0.07,0.82
32647,0.34,0.54
32648,0.48,0.64
32649,0.29,0.79
32650,0.08,0.47
32651,0.22,0.33
32652,0.54,0.6
32653,0.09,0.77
32654,0.05,0.54
32655,0.12,0.58
32656,0.24,0.54
32657,0.39,0.28
32658,0.03,0.33
32659,0.39,0.37
32660,0.01,0.13
32661,0.17,0.67
32662,0.09,0.22
32663,0.12,0.86
32664,0.07,0.2
32665,0.17,0.88
32666,0.18,0.48
32667,0.29,0.61
32668,0,0.02
32669,0.01,0.62
32670,0.38,0.42
32671,0.02,0.18
32672,0.19,0.44
32673,0.16,0.54
32674,0.01,0.32
32675,0.02,0.15
32676,0.16,0.57
32677,0.09,0.74
32678,0.17,0.43
32679,0.05,0.14
32680,0.02,0.1
32681,0.06,0.42
32682,0.16,0.8
32683,0.23,0.41
32684,0.06,0.13
32685,0.03,0.38
32686,0.02,0.09
32687,0.11,0.55
32688,0.03,0.09
32689,0.81,0.92
32690,0.08,0.55
32691,0.19,0.33
32692,0.04,0.29
32693,0.22,0.36
32694,0.2,0.33
32695,0.67,0.89
32696,0.19,0.68
32697,0.21,0.25
32698,0.1,0.53
32699,0.4,0.41
32700,0.08,0.22
32701,0.05,0.06
32702,0.02,0.45
32703,0.07,0.1
32704,0.21,0.46
32705,0.15,0.22
32706,0.14,0.53
32707,0.07,0.39
32708,0.11,0.32
32709,0.06,0.38
32710,0.15,0.19
32711,0.24,0.72
32712,0.09,0.54
32713,0.15,0.16
32714,0.13,0.49
32715,0.28,0.47
32716,0.03,0.24
32717,0.08,0.66
32718,0.1,0.13
32719,0.05,0.09
32720,0.08,0.88
32721,0.18,0.73
32722,0.06,0.24
32723,0.01,0.1
32724,0.48,0.21
32725,0.22,0.55
32726,0.11,0.69
32727,0.25,0.56
32728,0.04,0.22
32729,0.24,0.3
32730,0.01,0.05
32731,0.63,0.96
32732,0.24,0.69
32733,0.33,0.5
32734,0.06,0.16
32735,0.03,0.21
32736,0.03,0.13
32737,0.12,0.16
32738,0.44,0.66
32739,0.02,0.01
32740,0.03,0.88
32741,0,0.24
32742,0.25,0.82
32743,0.01,0.05
32744,0.33,0.71
32745,0.27,0.7
32746,0.33,0.31
32747,0.07,0.23
32748,0.37,0.69
32749,0.14,0.17
32750,0.5,0.72
32751,0.01,0.91
32752,0.06,0.3
32753,0.13,0.31
32754,0.01,0.05
32755,0.85,0.89
32756,0.08,0.54
32757,0,0.14
32758,0.45,0.88
32759,0.2,0.52
32760,0.15,0.23
32761,0.03,0.92
32762,0.03,0.13
32763,0.03,0.15
32764,0.06,0.02
32765,0.07,0.18
32766,0.05,0.07
32767,0.07,0.26
32768,0.02,0.18
32769,0.13,0.09
32770,0.55,0.87
32771,0.04,0.06
32772,0.16,0.56
32773,0.05,0.21
32774,0.06,0.1
32775,0.03,0.56
32776,0.04,0.84
32777,0.49,0.61
32778,0.04,0.1
32779,0.41,0.52
32780,0.11,0.1
32781,0.31,0.53
32782,0.03,0.88
32783,0.16,0.17
32784,0.44,0.43
32785,0.1,0.27
32786,0.46,0.52
32787,0.14,0.48
32788,0.22,0.74
32789,0.5,0.72
32790,0.69,0.61
32791,0.23,0.74
32792,0.38,0.73
32793,0.06,0.23
32794,0.12,0.53
32795,0.05,0.09
32796,0.63,0.48
32797,0.04,0.23
32798,0.1,0.29
32799,0.48,0.85
32800,0.03,0.27
32801,0.56,0.55
32802,0.32,0.35
32803,0.05,0.2
32804,0.38,0.73
32805,0.12,0.25
32806,0.15,0.14
32807,0.06,0.53
32808,0.04,0.33
32809,0.15,0.38
32810,0.13,0.57
32811,0.03,0.19
32812,0.08,0.28
32813,0.04,0.12
32814,0.05,0.07
32815,0.3,0.7
32816,0.42,0.67
32817,0.17,0.89
32818,0.3,0.89
32819,0.11,0.2
32820,0.33,0.36
32821,0.38,0.5
32822,0.08,0.71
32823,0.2,0.35
32824,0.04,0.4
32825,0.37,0.62
32826,0.64,0.8
32827,0.02,0.76
32828,0.2,0.81
32829,0.81,0.95
32830,0.03,0.19
32831,0.02,0.05
32832,0.05,0.41
32833,0.11,0.11
32834,0.48,0.78
32835,0.1,0.66
32836,0.64,0.52
32837,0.51,0.75
32838,0.05,0.65
32839,0.06,0.22
32840,0.11,0.16
32841,0.35,0.49
32842,0.09,0.12
32843,0.89,0.95
32844,0.03,0.14
32845,0.06,0.15
32846,0.11,0.35
32847,0.22,0.42
32848,0.19,0.36
32849,0.08,0.08
32850,0.06,0.41
32851,0.3,0.24
32852,0.63,0.89
32853,0,0.14
32854,0.44,0.85
32855,0.04,0.29
32856,0.07,0.85
32857,0.03,0.39
32858,0.23,0.09
32859,0.15,0.34
32860,0.33,0.78
32861,0.15,0.71
32862,0.32,0.49
32863,0.06,0.11
32864,0.14,0.19
32865,0.03,0.23
32866,0.06,0.15
32867,0.36,0.42
32868,0.04,0.37
32869,0.04,0.13
32870,0.08,0.6
32871,0.08,0.21
32872,0.16,0.5
32873,0.58,0.65
32874,0.02,0.3
32875,0.06,0.08
32876,0.6,0.78
32877,0.04,0.11
32878,0.05,0.31
32879,0.03,0.08
32880,0.5,0.76
32881,0.24,0.49
32882,0.34,0.37
32883,0.15,0.65
32884,0.08,0.23
32885,0.46,0.63
32886,0.02,0.07
32887,0.18,0.79
32888,0.15,0.26
32889,0.44,0.43
32890,0.04,0.28
32891,0.72,0.69
32892,0.54,0.65
32893,0.19,0.27
32894,0.39,0.54
32895,0.05,0.65
32896,0.13,0.16
32897,0.29,0.24
32898,0.29,0.75
32899,0.55,0.77
32900,0.22,0.66
32901,0.4,0.93
32902,0.06,0.35
32903,0.35,0.66
32904,0.06,0.08
32905,0.01,0.11
32906,0.23,0.41
32907,0.73,0.81
32908,0.48,0.73
32909,0.32,0.62
32910,0.08,0.52
32911,0.31,0.45
32912,0.06,0.18
32913,0.41,0.92
32914,0.25,0.66
32915,0.12,0.37
32916,0.07,0.33
32917,0.06,0.69
32918,0.38,0.89
32919,0.6,0.45
32920,0.25,0.46
32921,0.41,0.42
32922,0.02,0.09
32923,0.19,0.97
32924,0.51,0.94
32925,0.09,0.29
32926,0.04,0.19
32927,0.03,0.07
32928,0.25,0.32
32929,0.02,0.4
32930,0.22,0.49
32931,0,0.21
32932,0.14,0.35
32933,0.11,0.11
32934,0.16,0.3
32935,0.31,0.45
32936,0.39,0.16
32937,0.71,0.87
32938,0.04,0.14
32939,0.04,0.14
32940,0.32,0.66
32941,0.01,0.32
32942,0.1,0.4
32943,0.15,0.22
32944,0.25,0.66
32945,0.09,0.26
32946,0.08,0.32
32947,0.01,0.09
32948,0.31,0.58
32949,0,0.13
32950,0.1,0.73
32951,0.42,0.42
32952,0.74,0.75
32953,0.13,0.48
32954,0.13,0.56
32955,0.15,0.61
32956,0.46,0.6
32957,0.02,0.2
32958,0.1,0.57
32959,0.15,0.24
32960,0,0.72
32961,0.36,0.47
32962,0.03,0.06
32963,0.22,0.45
32964,0.1,0.26
32965,0.18,0.37
32966,0.16,0.91
32967,0.15,0.51
32968,0.05,0.43
32969,0,0.15
32970,0.03,0.46
32971,0.01,0.16
32972,0.25,0.37
32973,0.57,0.94
32974,0.09,0.07
32975,0.57,0.71
32976,0.05,0.39
32977,0.12,0.22
32978,0.11,0.69
32979,0.11,0.79
32980,0.25,0.45
32981,0.02,0.05
32982,0.04,0.63
32983,0.72,0.85
32984,0.36,0.63
32985,0.11,0.52
32986,0.06,0.72
32987,0.48,0.78
32988,0.02,0.17
32989,0.09,0.11
32990,0.62,0.84
32991,0.02,0.07
32992,0.51,0.6
32993,0.08,0.14
32994,0.03,0.56
32995,0.22,0.5
32996,0.39,0.72
32997,0.14,0.28
32998,0.15,0.17
32999,0.02,0.49
33000,0.04,0.21
33001,0.04,0.6
33002,0.18,0.57
33003,0.1,0.66
33004,0.05,0.36
33005,0.29,0.32
33006,0.79,0.7
33007,0.07,0.17
33008,0.03,0.1
33009,0.49,0.28
33010,0.3,0.52
33011,0.13,0.75
33012,0.08,0.22
33013,0.22,0.84
33014,0.15,0.91
33015,0.11,0.28
33016,0.09,0.57
33017,0.66,0.8
33018,0.26,0.75
33019,0.75,0.94
33020,0.42,0.19
33021,0.01,0.08
33022,0.39,0.74
33023,0.02,0.09
33024,0.18,0.67
33025,0.15,0.83
33026,0.78,0.9
33027,0.29,0.92
33028,0.06,0.26
33029,0.32,0.74
33030,0.08,0.43
33031,0.24,0.68
33032,0.46,0.89
33033,0.13,0.69
33034,0.07,0.16
33035,0.06,0.03
33036,0.08,0.82
33037,0.53,0.84
33038,0.1,0.38
33039,0.12,0.28
33040,0.4,0.69
33041,0.06,0.2
33042,0.01,0.18
33043,0.05,0.04
33044,0.09,0.09
33045,0,0.04
33046,0.19,0.33
33047,0.06,0.33
33048,0.69,0.89
33049,0.02,0.2
33050,0.2,0.7
33051,0.01,0.07
33052,0.81,0.86
33053,0.13,0.48
33054,0.11,0.33
33055,0.01,0.33
33056,0.35,0.7
33057,0,0.09
33058,0.25,0.4
33059,0.28,0.17
33060,0.32,0.73
33061,0.05,0.05
33062,0.03,0.52
33063,0.02,0.09
33064,0.19,0.27
33065,0.66,0.76
33066,0.24,0.27
33067,0.07,0.21
33068,0.01,0.05
33069,0.01,0.19
33070,0.14,0.47
33071,0.26,0.73
33072,0.15,0.93
33073,0.17,0.59
33074,0.19,0.58
33075,0.07,0.14
33076,0.17,0.43
33077,0.3,0.91
33078,0.52,0.91
33079,0.05,0.05
33080,0.24,0.47
33081,0.06,0.35
33082,0.27,0.67
33083,0.87,0.94
33084,0.37,0.45
33085,0.25,0.56
33086,0.02,0.79
33087,0.01,0.11
33088,0.09,0.24
33089,0.09,0.84
33090,0.11,0.1
33091,0.43,0.75
33092,0.02,0.05
33093,0.16,0.16
33094,0.3,0.8
33095,0.59,0.7
33096,0.15,0.34
33097,0.05,0.27
33098,0.6,0.7
33099,0.16,0.29
33100,0.08,0.15
33101,0.02,0.14
33102,0.57,0.85
33103,0.13,0.51
33104,0.27,0.7
33105,0.04,0.17
33106,0.28,0.66
33107,0.09,0.43
33108,0.04,0.09
33109,0.3,0.76
33110,0.01,0.02
33111,0.04,0.07
33112,0.06,0.77
33113,0.05,0.87
33114,0.56,0.78
33115,0.4,0.63
33116,0,0.09
33117,0.21,0.81
33118,0.09,0.42
33119,0.42,0.57
33120,0.17,0.13
33121,0.27,0.76
33122,0.08,0.72
33123,0.13,0.29
33124,0.03,0.16
33125,0.68,0.76
33126,0.2,0.35
33127,0.42,0.67
33128,0.05,0.29
33129,0.35,0.74
33130,0.03,0.15
33131,0.27,0.7
33132,0.67,0.78
33133,0.18,0.66
33134,0.16,0.07
33135,0.19,0.5
33136,0.75,0.69
33137,0.02,0.15
33138,0.36,0.79
33139,0.17,0.69
33140,0.02,0.07
33141,0.28,0.32
33142,0.18,0.37
33143,0.12,0.26
33144,0.46,0.43
33145,0.07,0.96
33146,0.13,0.24
33147,0.01,0.05
33148,0.48,0.79
33149,0.26,0.37
33150,0.07,0.7
33151,0.13,0.34
33152,0.06,0.81
33153,0.15,0.48
33154,0.1,0.93
33155,0.12,0.35
33156,0.16,0.29
33157,0.15,0.83
33158,0.1,0.18
33159,0.13,0.26
33160,0.31,0.31
33161,0.01,0.11
33162,0.02,0.05
33163,0.03,0.09
33164,0.03,0.66
33165,0.21,0.82
33166,0.05,0.55
33167,0.18,0.2
33168,0.05,0.34
33169,0.19,0.52
33170,0.12,0.9
33171,0.31,0.68
33172,0.49,0.49
33173,0.1,0.73
33174,0.01,0.09
33175,0.02,0.19
33176,0.06,0.53
33177,0.11,0.78
33178,0.4,0.41
33179,0.11,0.09
33180,0.01,0.08
33181,0.13,0.44
33182,0.02,0.1
33183,0.15,0.47
33184,0.08,0.68
33185,0.1,0.41
33186,0.04,0.83
33187,0.4,0.39
33188,0.2,0.77
33189,0.1,0.18
33190,0.09,0.14
33191,0.05,0.11
33192,0.15,0.09
33193,0.26,0.55
33194,0.18,0.83
33195,0.17,0.51
33196,0.07,0.05
33197,0.22,0.53
33198,0.28,0.67
33199,0.08,0.26
33200,0.17,0.57
33201,0.6,0.74
33202,0.09,0.2
33203,0.35,0.58
33204,0.11,0.56
33205,0.04,0.11
33206,0.51,0.82
33207,0.02,0.27
33208,0.54,0.67
33209,0,0.19
33210,0.33,0.67
33211,0.1,0.23
33212,0.05,0.09
33213,0.43,0.74
33214,0.03,0.04
33215,0.01,0.1
33216,0.15,0.1
33217,0.15,0.61
33218,0.09,0.93
33219,0.1,0.27
33220,0.3,0.54
33221,0.49,0.53
33222,0.43,0.72
33223,0.35,0.59
33224,0.08,0.61
33225,0.41,0.73
33226,0.02,0.04
33227,0.04,0.09
33228,0.33,0.33
33229,0.07,0.73
33230,0.03,0.12
33231,0.07,0.09
33232,0.01,0.13
33233,0.38,0.53
33234,0.38,0.65
33235,0.2,0.58
33236,0.33,0.31
33237,0.03,0.1
33238,0.01,0.06
33239,0.21,0.48
33240,0.28,0.6
33241,0.2,0.43
33242,0.28,0.68
33243,0.48,0.75
33244,0.74,0.92
33245,0.36,0.49
33246,0.97,0.97
33247,0.18,0.09
33248,0.16,0.72
33249,0.01,0.19
33250,0.32,0.6
33251,0.03,0.2
33252,0.65,0.82
33253,0.82,0.88
33254,0.09,0.71
33255,0.11,0.78
33256,0.08,0.14
33257,0.08,0.16
33258,0.17,0.4
33259,0.3,0.8
33260,0.36,0.34
33261,0.19,0.5
33262,0.78,0.92
33263,0.01,0.03
33264,0.15,0.9
33265,0.22,0.57
33266,0.05,0.18
33267,0.1,0.35
33268,0.31,0.56
33269,0.06,0.88
33270,0.06,0.18
33271,0.12,0.66
33272,0.43,0.92
33273,0.1,0.72
33274,0.1,0.19
33275,0.64,0.91
33276,0.28,0.62
33277,0.04,0.28
33278,0.12,0.2
33279,0.48,0.5
33280,0.63,0.9
33281,0.05,0.05
33282,0.31,0.69
33283,0.21,0.84
33284,0.13,0.15
33285,0.5,0.56
33286,0.03,0.75
33287,0.22,0.83
33288,0.04,0.25
33289,0.14,0.35
33290,0.24,0.79
33291,0.07,0.11
33292,0.11,0.35
33293,0.09,0.37
33294,0.11,0.25
33295,0.13,0.17
33296,0.21,0.61
33297,0.22,0.26
33298,0.1,0.08
33299,0.32,0.43
33300,0.46,0.81
33301,0.17,0.75
33302,0.16,0.58
33303,0.55,0.83
33304,0.04,0.28
33305,0.42,0.45
33306,0.05,0.07
33307,0.09,0.24
33308,0.06,0.36
33309,0.09,0.44
33310,0.08,0.18
33311,0.03,0.44
33312,0.09,0.15
33313,0.08,0.68
33314,0.25,0.45
33315,0.1,0.19
33316,0.13,0.22
33317,0.03,0.35
33318,0.08,0.74
33319,0.07,0.35
33320,0.15,0.29
33321,0.05,0.11
33322,0.26,0.46
33323,0.08,0.21
33324,0.05,0.16
33325,0.31,0.23
33326,0.12,0.24
33327,0.01,0.04
33328,0.34,0.46
33329,0.13,0.27
33330,0.15,0.53
33331,0.12,0.39
33332,0.31,0.31
33333,0.01,0.11
33334,0.02,0.12
33335,0.58,0.66
33336,0.06,0.72
33337,0.17,0.58
33338,0.04,0.09
33339,0.03,0.16
33340,0.3,0.23
33341,0.17,0.28
33342,0.68,0.69
33343,0.19,0.82
33344,0.59,0.76
33345,0.21,0.27
33346,0.03,0.64
33347,0.54,0.57
33348,0.26,0.65
33349,0.2,0.38
33350,0.27,0.48
33351,0.13,0.42
33352,0.14,0.36
33353,0.14,0.23
33354,0.52,0.78
33355,0.83,0.91
33356,0.19,0.26
33357,0.79,0.81
33358,0.38,0.78
33359,0.2,0.93
33360,0.12,0.07
33361,0.57,0.52
33362,0.03,0.06
33363,0.19,0.81
33364,0.12,0.51
33365,0.4,0.7
33366,0.04,0.69
33367,0.17,0.72
33368,0.18,0.3
33369,0.15,0.77
33370,0.24,0.45
33371,0.82,0.84
33372,0.23,0.78
33373,0.2,0.43
33374,0.04,0.18
33375,0.02,0.1
33376,0.04,0.35
33377,0.06,0.53
33378,0.08,0.15
33379,0.55,0.8
33380,0.23,0.5
33381,0.25,0.6
33382,0.5,0.41
33383,0.03,0.35
33384,0.18,0.54
33385,0.09,0.48
33386,0.09,0.12
33387,0.03,0.05
33388,0.14,0.51
33389,0.01,0.65
33390,0.18,0.97
33391,0.28,0.34
33392,0.46,0.85
33393,0.49,0.57
33394,0.01,0.16
33395,0.42,0.26
33396,0.13,0.13
33397,0.15,0.1
33398,0.42,0.18
33399,0.13,0.41
33400,0.22,0.67
33401,0.06,0.11
33402,0.78,0.74
33403,0.19,0.32
33404,0.01,0.03
33405,0.21,0.6
33406,0.2,0.45
33407,0.47,0.6
33408,0.17,0.18
33409,0.14,0.35
33410,0.09,0.45
33411,0.03,0.15
33412,0.71,0.76
33413,0.04,0.39
33414,0.26,0.79
33415,0.53,0.66
33416,0.03,0.17
33417,0.57,0.6
33418,0.07,0.11
33419,0.68,0.93
33420,0.21,0.45
33421,0.18,0.91
33422,0.24,0.92
33423,0.01,0.13
33424,0.07,0.23
33425,0.04,0.13
33426,0.14,0.16
33427,0.2,0.59
33428,0.08,0.25
33429,0.09,0.73
33430,0.36,0.55
33431,0.49,0.74
33432,0.08,0.41
33433,0.81,0.96
33434,0.05,0.84
33435,0.55,0.65
33436,0.13,0.32
33437,0.12,0.48
33438,0.13,0.3
33439,0.12,0.31
33440,0.09,0.49
33441,0.05,0.45
33442,0.07,0.77
33443,0.04,0.16
33444,0.04,0.62
33445,0.1,0.26
33446,0.73,0.76
33447,0.29,0.78
33448,0.09,0.89
33449,0.04,0.15
33450,0.15,0.28
33451,0.1,0.49
33452,0.1,0.72
33453,0.56,0.5
33454,0.84,0.92
33455,0.07,0.89
33456,0.2,0.48
33457,0.21,0.64
33458,0.27,0.53
33459,0.31,0.42
33460,0.04,0.21
33461,0.05,0.8
33462,0.38,0.45
33463,0.15,0.21
33464,0.11,0.57
33465,0.06,0.63
33466,0.29,0.57
33467,0.64,0.75
33468,0.13,0.44
33469,0.13,0.88
33470,0.03,0.06
33471,0.02,0.06
33472,0.39,0.78
33473,0.46,0.86
33474,0.2,0.42
33475,0.12,0.14
33476,0.05,0.24
33477,0.33,0.44
33478,0.18,0.64
33479,0.23,0.7
33480,0.06,0.12
33481,0.14,0.92
33482,0.05,0.31
33483,0.05,0.1
33484,0.05,0.06
33485,0.12,0.19
33486,0.35,0.71
33487,0.14,0.19
33488,0.44,0.82
33489,0.2,0.35
33490,0.46,0.67
33491,0.17,0.46
33492,0.19,0.47
33493,0.3,0.65
33494,0.71,0.87
33495,0.14,0.33
33496,0.19,0.67
33497,0.16,0.53
33498,0.11,0.28
33499,0.09,0.73
33500,0.15,0.41
33501,0.04,0.06
33502,0.02,0.2
33503,0.33,0.26
33504,0.03,0.07
33505,0.26,0.52
33506,0.14,0.28
33507,0.18,0.29
33508,0.39,0.61
33509,0.36,0.42
33510,0.58,0.67
33511,0.46,0.77
33512,0.14,0.89
33513,0.04,0.44
33514,0.08,0.7
33515,0.29,0.79
33516,0.05,0.27
33517,0.08,0.76
33518,0.08,0.48
33519,0.29,0.39
33520,0.09,0.55
33521,0.22,0.15
33522,0.14,0.25
33523,0.02,0.13
33524,0.25,0.35
33525,0.05,0.22
33526,0.4,0.77
33527,0.69,0.93
33528,0.22,0.57
33529,0.58,0.57
33530,0.21,0.43
33531,0.12,0.16
33532,0,0.09
33533,0.04,0.1
33534,0.07,0.13
33535,0.05,0.23
33536,0.06,0.76
33537,0.3,0.56
33538,0.11,0.15
33539,0.09,0.29
33540,0.02,0.31
33541,0.16,0.28
33542,0.07,0.23
33543,0.15,0.26
33544,0.07,0.18
33545,0.26,0.61
33546,0.31,0.91
33547,0.02,0.32
33548,0.09,0.34
33549,0.01,0.13
33550,0.07,0.61
33551,0.04,0.78
33552,0.17,0.58
33553,0.02,0.18
33554,0.05,0.35
33555,0.26,0.64
33556,0.12,0.6
33557,0.4,0.8
33558,0.11,0.28
33559,0.09,0.5
33560,0.1,0.61
33561,0.03,0.18
33562,0.06,0.69
33563,0.02,0.2
33564,0.02,0.59
33565,0.25,0.24
33566,0.43,0.74
33567,0.04,0.1
33568,0.19,0.13
33569,0.2,0.26
33570,0.59,0.71
33571,0.42,0.59
33572,0.06,0.58
33573,0.01,0.06
33574,0.18,0.27
33575,0.3,0.53
33576,0.55,0.79
33577,0.25,0.22
33578,0.09,0.15
33579,0.02,0.3
33580,0.02,0.47
33581,0.22,0.68
33582,0.33,0.69
33583,0.27,0.5
33584,0.69,0.79
33585,0.67,0.71
33586,0.08,0.15
33587,0.01,0.29
33588,0.02,0.05
33589,0.05,0.28
33590,0.13,0.31
33591,0.31,0.37
33592,0.12,0.11
33593,0.32,0.46
33594,0.25,0.27
33595,0.31,0.54
33596,0.07,0.73
33597,0.57,0.63
33598,0.76,0.87
33599,0.01,0.8
33600,0.03,0.09
33601,0.39,0.43
33602,0.27,0.65
33603,0.09,0.6
33604,0.66,0.71
33605,0.15,0.2
33606,0.45,0.65
33607,0.77,0.9
33608,0.17,0.42
33609,0.22,0.72
33610,0.01,0.76
33611,0.29,0.29
33612,0.2,0.87
33613,0.58,0.53
33614,0.55,0.45
33615,0.22,0.41
33616,0.37,0.66
33617,0.1,0.11
33618,0.2,0.9
33619,0.14,0.62
33620,0.06,0.1
33621,0.17,0.6
33622,0.53,0.86
33623,0.11,0.51
33624,0.08,0.23
33625,0.06,0.4
33626,0.25,0.35
33627,0.24,0.57
33628,0.05,0.88
33629,0.04,0.28
33630,0.11,0.67
33631,0.25,0.44
33632,0.26,0.22
33633,0.07,0.08
33634,0.26,0.26
33635,0.48,0.58
33636,0.11,0.67
33637,0.49,0.83
33638,0.02,0.36
33639,0.05,0.84
33640,0.47,0.59
33641,0.17,0.12
33642,0.25,0.19
33643,0.04,0.14
33644,0.58,0.63
33645,0.41,0.88
33646,0.02,0.19
33647,0.42,0.5
33648,0.82,0.91
33649,0.31,0.4
33650,0.57,0.23
33651,0.2,0.67
33652,0.03,0.2
33653,0.08,0.2
33654,0.09,0.69
33655,0.05,0.1
33656,0.09,0.09
33657,0.13,0.2
33658,0.82,0.89
33659,0.31,0.16
33660,0.39,0.66
33661,0.06,0.77
33662,0.6,0.71
33663,0.04,0.15
